route_id,station_code,date,departure_time_utc,route_score,total_travel_duration,total_service_time_duration,ERD_seconds,ERD_hours,num_stops_x,num_stops_y,num_stops,total_packages,packages_per_stop,avg_service_time,capacity_m3
RouteID_31c66eff-109f-4796-b568-0407ef20198e,DLA9,2018-08-05,15:45:37,High,10806.8,22695.8,33502.6,9.306277777777778,140,140,140,295,2.107142857142857,76.93491525423728,3.313071
RouteID_31c7d29b-3ee4-4394-8638-0ec8c898408d,DSE5,2018-08-16,15:06:43,Medium,12985.2,15761.6,28746.800000000003,7.985222222222223,180,180,180,243,1.35,64.86255144032921,3.313071
RouteID_31c9c3eb-1636-445f-9e4d-59d0b1af6d53,DBO3,2018-08-16,12:25:36,High,14665.5,14544.2,29209.7,8.113805555555556,169,169,169,245,1.4497041420118344,59.36408163265306,4.247527
RouteID_31c9e02e-c92d-43eb-9190-f42221d9a2f3,DLA3,2018-07-26,15:09:01,High,6377.7,14284.8,20662.5,5.739583333333333,53,53,53,165,3.1132075471698113,86.57454545454544,3.313071
RouteID_31e2e625-6575-4bc9-996d-316d751324c8,DLA9,2018-08-08,15:14:41,High,11029.7,17780.1,28809.8,8.002722222222221,153,153,153,227,1.4836601307189543,78.32643171806167,3.313071
RouteID_31e2e8f4-23b4-40c9-898a-2e5e9afddb55,DBO1,2018-08-05,13:30:00,High,6182.9,19596.5,25779.4,7.160944444444445,61,61,61,180,2.9508196721311477,108.86944444444444,4.247527
RouteID_31e81d17-2ba0-4b6b-a56e-507f3a27e414,DBO3,2018-07-27,13:07:54,Medium,15852.1,10512.0,26364.1,7.323361111111111,177,177,177,240,1.3559322033898304,43.8,4.247527
RouteID_31ec52f9-845b-46a9-87df-d121596edd54,DLA7,2018-08-17,16:29:14,High,10235.8,17117.5,27353.3,7.598138888888888,125,125,125,202,1.616,84.74009900990099,3.313071
RouteID_31f25f06-9e3c-4ca3-b788-8809877e7c2e,DSE4,2018-08-07,14:56:17,Medium,11915.8,17339.2,29255.0,8.126388888888888,164,164,164,275,1.6768292682926829,63.05163636363637,3.313071
RouteID_32082435-c4cc-446f-9430-9d46e42f40ab,DCH3,2018-07-31,15:30:00,Medium,11590.3,14946.1,26536.4,7.371222222222222,180,180,180,241,1.3388888888888888,62.01701244813278,3.313071
RouteID_3215c3f1-0119-4cbc-ae59-11c68e96d21b,DLA9,2018-08-22,15:40:43,Medium,9277.9,17436.4,26714.300000000003,7.42063888888889,120,120,120,222,1.85,78.54234234234235,3.313071
RouteID_3217c114-0f45-4b25-a954-9f5d4733f1c4,DLA3,2018-08-04,15:30:00,Medium,9265.5,17795.3,27060.8,7.5168888888888885,102,102,102,191,1.8725490196078431,93.16910994764397,3.313071
RouteID_321932f3-0d27-44bc-8bc0-26989e95b363,DBO3,2018-08-04,12:15:00,Medium,15705.4,14989.6,30695.0,8.526388888888889,190,190,190,255,1.3421052631578947,58.782745098039214,3.313071
RouteID_321d7c0c-dcac-4fb2-aae2-7d83706b5bdc,DLA7,2018-08-05,14:30:22,Medium,10125.0,15765.3,25890.3,7.19175,132,132,132,215,1.628787878787879,73.32697674418604,3.313071
RouteID_32312e61-aafb-40c0-9ffd-b90c202da598,DLA9,2018-07-26,16:00:00,Medium,11583.1,19413.2,30996.300000000003,8.610083333333334,189,189,189,287,1.5185185185185186,67.6418118466899,3.313071
RouteID_3233760e-5732-450b-b77e-f227732a52ea,DSE4,2018-08-11,16:00:00,High,7163.9,21754.9,28918.800000000003,8.033000000000001,116,116,116,226,1.9482758620689655,96.26061946902655,4.247527
RouteID_323dd1dc-2e5f-47b6-8de8-eecd0e227994,DBO2,2018-08-11,11:25:56,Medium,14197.3,16594.8,30792.1,8.55336111111111,166,166,166,245,1.4759036144578312,67.7338775510204,4.247527
RouteID_323f0547-d988-4c67-818d-594bb38c8200,DLA3,2018-07-30,16:37:14,Medium,8753.9,18695.6,27449.5,7.6248611111111115,142,142,142,221,1.556338028169014,84.59547511312216,3.313071
RouteID_324a9f8b-7e0d-4715-b476-23bfdc84f827,DCH4,2018-07-23,14:13:09,High,15441.5,12209.7,27651.2,7.680888888888889,143,143,143,191,1.3356643356643356,63.92513089005236,4.247527
RouteID_3250f0cc-cffb-4adb-9995-e4fce1797ac6,DBO1,2018-07-24,12:45:00,High,9107.2,18828.7,27935.9,7.759972222222222,111,111,111,282,2.5405405405405403,66.76843971631206,4.247527
RouteID_32560369-e517-4c2e-9aa0-046417dab413,DLA8,2018-07-21,16:38:39,High,5562.9,19906.9,25469.800000000003,7.074944444444445,115,115,115,256,2.226086956521739,77.761328125,3.313071
RouteID_325848f4-4a72-4af8-9205-2562d79d6086,DLA7,2018-07-20,16:02:55,High,8569.0,15464.3,24033.3,6.675916666666667,160,160,160,241,1.50625,64.16721991701245,3.313071
RouteID_326305b6-2e50-43b8-8c30-694c6f266c6c,DCH1,2018-07-28,13:49:53,Medium,14414.9,16785.3,31200.199999999997,8.666722222222221,167,167,167,221,1.3233532934131738,75.95158371040723,3.313071
RouteID_326b5d14-cc43-44a1-8a92-1ee9943f0c07,DLA9,2018-08-11,15:52:32,High,6987.1,20183.9,27171.0,7.5475,122,122,122,255,2.0901639344262297,79.15254901960785,3.313071
RouteID_326fd190-c150-4d29-90d6-fe3835a1c03b,DSE5,2018-08-24,14:00:00,High,13894.5,14246.4,28140.9,7.816916666666667,173,173,173,232,1.3410404624277457,61.40689655172414,4.247527
RouteID_3271dd04-e485-401f-a084-f2db88b36fd3,DBO3,2018-08-17,11:59:52,High,15033.5,8876.1,23909.6,6.641555555555555,138,138,138,165,1.1956521739130435,53.79454545454546,4.247527
RouteID_3276a7be-ab42-4e75-aeb9-b411c402297f,DLA4,2018-08-08,14:57:39,High,6823.0,16985.0,23808.0,6.613333333333333,142,142,142,274,1.9295774647887325,61.98905109489051,3.313071
RouteID_3277046b-c5a2-424b-96c1-fad88faea64e,DLA7,2018-07-21,15:44:25,Medium,11343.5,11646.9,22990.4,6.386222222222223,150,150,150,209,1.3933333333333333,55.726794258373204,3.313071
RouteID_3299cac7-b4a7-4ea6-8c0d-3ba4b63eedfd,DLA8,2018-07-29,17:12:50,High,8060.2,20052.8,28113.0,7.809166666666667,156,156,156,281,1.8012820512820513,71.36227758007117,3.313071
RouteID_32a8b599-90ab-4f07-af83-9ae9c4bc65d4,DLA7,2018-08-09,14:20:24,Medium,9564.7,18085.6,27650.3,7.680638888888889,126,126,126,218,1.7301587301587302,82.96146788990825,3.313071
RouteID_32b0c699-8410-4a25-8912-77e4f86b67fb,DBO3,2018-08-09,12:15:00,Medium,10999.3,15854.7,26854.0,7.459444444444444,131,131,131,206,1.5725190839694656,76.96456310679612,4.247527
RouteID_32b617fa-11d1-4b08-a0ee-5271d30895f7,DAU1,2018-08-08,14:19:11,High,10501.0,16891.8,27392.8,7.609111111111111,171,171,171,274,1.6023391812865497,61.64890510948905,4.247527
RouteID_32ba20d1-3045-4bd5-b1b6-1acaa44be26e,DBO3,2018-08-09,11:31:33,High,10956.9,15569.9,26526.8,7.368555555555555,124,124,124,180,1.4516129032258065,86.49944444444444,4.247527
RouteID_32c3876c-a448-40b4-ab56-20ca60e41790,DCH3,2018-08-17,14:51:19,Medium,14266.9,19197.5,33464.4,9.295666666666667,206,206,206,271,1.3155339805825244,70.83948339483395,4.247527
RouteID_32c9a146-86a7-4979-b6c2-c137e22fc9a7,DLA3,2018-08-03,16:01:21,High,4747.4,21282.5,26029.9,7.2305277777777786,71,71,71,205,2.887323943661972,103.8170731707317,3.313071
RouteID_32d72c09-4a44-4ee8-9b2d-acea3833db8b,DBO3,2018-07-22,11:42:58,Medium,11741.4,14888.1,26629.5,7.397083333333334,164,164,164,234,1.4268292682926829,63.62435897435898,4.247527
RouteID_32f76ed9-c12a-4328-9126-110611423397,DBO3,2018-08-10,13:00:17,Medium,13989.3,15656.8,29646.1,8.235027777777777,160,160,160,229,1.43125,68.37030567685589,3.313071
RouteID_33047154-1022-4bfe-8deb-bf19f5ceafea,DLA7,2018-08-03,16:37:34,High,10683.0,12265.5,22948.5,6.374583333333334,161,161,161,259,1.608695652173913,47.357142857142854,3.313071
RouteID_330a58b2-7648-466f-8908-ba3f1f7b7708,DLA9,2018-07-21,16:13:57,Medium,7134.5,20091.3,27225.8,7.562722222222222,117,117,117,261,2.230769230769231,76.97816091954023,3.313071
RouteID_330e401e-12a0-44af-bab1-94db21eaf946,DCH3,2018-07-27,13:43:26,Medium,13454.5,16722.7,30177.2,8.382555555555555,178,178,178,252,1.4157303370786516,66.35992063492064,3.313071
RouteID_330f0752-794c-4f53-81d2-a2a464e393a6,DCH4,2018-07-24,14:04:48,Medium,14053.7,14434.6,28488.300000000003,7.913416666666667,168,168,168,275,1.6369047619047619,52.48945454545455,3.313071
RouteID_3311502c-0d0a-4ae7-becf-f71dd6b2a390,DCH4,2018-08-17,14:00:56,High,10970.4,15272.9,26243.3,7.289805555555556,135,135,135,233,1.7259259259259259,65.5489270386266,4.247527
RouteID_3317bf52-6be2-4663-807f-aff284f91207,DLA9,2018-07-21,15:39:56,Medium,7221.8,25958.4,33180.200000000004,9.216722222222224,132,132,132,254,1.9242424242424243,102.1984251968504,3.313071
RouteID_332f057b-2034-42d0-aaaf-d2c7667e6be0,DCH3,2018-07-24,14:21:46,Medium,13123.3,14982.7,28106.0,7.807222222222222,199,199,199,270,1.35678391959799,55.491481481481486,3.313071
RouteID_332f33d1-7d73-413b-8be3-a90bb7440865,DBO2,2018-07-21,13:45:00,High,7868.7,12200.2,20068.9,5.574694444444445,78,78,78,234,3.0,52.13760683760684,3.313071
RouteID_33301fa4-7fc2-49be-9e93-b99b1cb07ae3,DLA8,2018-07-31,15:26:10,High,6338.9,19871.3,26210.199999999997,7.28061111111111,147,147,147,284,1.9319727891156462,69.96936619718309,3.313071
RouteID_333363d3-7f54-4bf8-839d-7d11a4f803a5,DLA9,2018-08-13,16:09:01,Medium,11752.7,13171.7,24924.4,6.923444444444445,176,176,176,289,1.6420454545454546,45.576816608996545,3.313071
RouteID_333da0a1-00da-4a38-8bc8-0887b764497a,DAU1,2018-07-31,15:30:00,Medium,12874.0,15217.5,28091.5,7.803194444444444,172,172,172,272,1.5813953488372092,55.94669117647059,4.247527
RouteID_333dbf90-d6f6-43da-b8fa-d7da4449f597,DBO3,2018-07-31,12:57:03,Medium,12043.9,15176.0,27219.9,7.561083333333333,144,144,144,239,1.6597222222222223,63.49790794979079,4.247527
RouteID_333f4358-d0de-4651-accf-82ab23e49577,DSE5,2018-08-01,14:38:44,Medium,8019.4,17403.6,25423.0,7.061944444444444,128,128,128,204,1.59375,85.31176470588234,4.247527
RouteID_33400281-e8fc-439e-b550-045ecb5d5d60,DSE4,2018-07-31,14:48:05,High,9950.0,12963.7,22913.7,6.364916666666667,141,141,141,229,1.624113475177305,56.61004366812227,3.313071
RouteID_3360a020-8666-4eda-8748-0d6b64d33f9f,DLA7,2018-08-16,14:56:11,High,8042.5,16775.4,24817.9,6.893861111111112,121,121,121,210,1.7355371900826446,79.88285714285715,3.313071
RouteID_3371790e-acf0-44d7-9291-787cb67b499f,DBO3,2018-08-06,12:07:10,High,14717.2,12682.3,27399.5,7.610972222222222,188,188,188,240,1.2765957446808511,52.84291666666666,4.247527
RouteID_3376dca0-7185-40e6-a71c-f809addd38df,DBO1,2018-08-07,11:35:56,Medium,6365.7,20980.6,27346.3,7.5961944444444445,94,94,94,269,2.8617021276595747,77.99479553903345,3.313071
RouteID_3383825c-e42c-42cb-b4fb-9c992d79e3d7,DLA7,2018-07-22,16:00:00,High,11678.9,13560.4,25239.3,7.010916666666667,166,166,166,243,1.463855421686747,55.804115226337444,3.313071
RouteID_3387fe16-d804-4b28-b0ab-ee43f9cfcc84,DLA9,2018-07-23,15:19:53,Medium,10548.3,16225.8,26774.1,7.43725,149,149,149,245,1.6442953020134228,66.22775510204082,3.313071
RouteID_338b12bd-11b2-4ee0-8b53-f34d617fa763,DBO1,2018-07-20,11:45:16,Medium,11312.4,19884.2,31196.6,8.665722222222222,151,151,151,236,1.5629139072847682,84.25508474576272,3.313071
RouteID_338c2b44-fc6f-486b-b4d9-56e879eb6889,DAU1,2018-07-29,13:36:25,Medium,12520.7,17540.8,30061.5,8.350416666666666,160,160,160,269,1.68125,65.20743494423792,4.247527
RouteID_33a1c91d-4019-425c-9b45-149105e729bb,DBO2,2018-08-09,13:00:24,Medium,9340.7,17108.6,26449.3,7.347027777777778,134,134,134,246,1.835820895522388,69.54715447154472,3.313071
RouteID_33a2375f-02cc-4bd3-bf8a-5463c1bcee16,DCH2,2018-07-28,12:32:38,High,10945.9,16671.4,27617.300000000003,7.671472222222223,181,181,181,287,1.5856353591160222,58.08850174216028,3.313071
RouteID_33a3fbff-c3ec-4b4e-9a37-04c24429f94e,DSE4,2018-08-02,15:15:14,Medium,11245.1,16496.9,27742.0,7.706111111111111,177,177,177,294,1.6610169491525424,56.11190476190477,3.313071
RouteID_33bac1d8-1edc-4f1e-b3ef-b6f251626265,DLA9,2018-08-17,13:44:30,High,12107.3,18098.6,30205.899999999998,8.390527777777777,122,122,122,181,1.4836065573770492,99.99226519337016,3.11485325
RouteID_33d66e4c-af00-44f0-989f-546ae920b0b4,DLA9,2018-07-23,14:34:24,High,11294.9,14876.7,26171.6,7.269888888888889,151,151,151,277,1.8344370860927153,53.70649819494585,4.247527
RouteID_33d94686-0453-4bd2-b407-44ad23c1a56c,DLA7,2018-08-02,14:37:03,Medium,10555.4,17874.3,28429.699999999997,7.897138888888888,133,133,133,231,1.736842105263158,77.37792207792208,3.313071
RouteID_33db7d10-0d09-466d-8365-ed2c62a9d863,DBO3,2018-08-06,12:15:00,Medium,13360.0,12792.7,26152.7,7.264638888888889,169,169,169,261,1.544378698224852,49.01417624521073,4.247527
RouteID_33dcdca7-603d-4ff7-b9b3-200fdfef531d,DLA7,2018-07-22,14:26:14,Medium,11966.1,16797.3,28763.4,7.989833333333333,166,166,166,252,1.5180722891566265,66.65595238095237,3.313071
RouteID_33e2d94d-92fc-47f8-aead-efd2b846e5bb,DAU1,2018-08-07,13:57:20,High,11365.3,16959.8,28325.1,7.868083333333333,149,149,149,236,1.5838926174496644,71.8635593220339,4.247527
RouteID_33f6b1ca-dd82-49ea-be33-f9cc52e13cdf,DBO3,2018-08-09,12:15:00,Medium,12196.2,13297.6,25493.800000000003,7.081611111111112,172,172,172,230,1.3372093023255813,57.815652173913044,4.247527
RouteID_33fb2476-0e86-47f0-ad91-0a29a9c90ca7,DLA7,2018-07-22,16:30:45,Medium,10966.3,15114.3,26080.6,7.2446111111111104,164,164,164,251,1.5304878048780488,60.21633466135458,3.313071
RouteID_33fcd9ae-5f40-41be-a82c-a24f8cf3ea46,DLA7,2018-08-10,16:31:25,High,12315.7,12042.0,24357.7,6.766027777777778,174,174,174,258,1.4827586206896552,46.674418604651166,3.313071
RouteID_3420e082-f7fb-4332-96cf-7e2a28055d85,DLA8,2018-08-13,16:23:37,Medium,7026.1,16231.8,23257.9,6.460527777777778,133,133,133,258,1.9398496240601504,62.91395348837209,3.313071
RouteID_34261e1b-03b5-4ac0-81b1-bee1e06c035d,DSE4,2018-08-22,15:30:21,High,9463.4,16650.4,26113.800000000003,7.2538333333333345,140,140,140,224,1.6,74.33214285714287,4.247527
RouteID_342ad625-18a5-4c26-9af4-c68ee6822154,DCH1,2018-08-10,14:31:32,High,6480.3,21019.7,27500.0,7.638888888888889,87,87,87,208,2.3908045977011496,101.05625,3.313071
RouteID_342bf23d-4ba3-457e-b31f-e8fc3b31d62a,DLA7,2018-07-28,16:29:26,Medium,9123.1,10171.4,19294.5,5.359583333333333,147,147,147,210,1.4285714285714286,48.43523809523809,3.313071
RouteID_344d8f76-88ff-4abc-a94b-2a96a4248750,DLA7,2018-08-16,14:59:14,High,10230.7,14229.1,24459.800000000003,6.794388888888889,189,189,189,261,1.380952380952381,54.5176245210728,3.313071
RouteID_34601628-49e6-4c9e-92a5-a06ffe301e7f,DLA7,2018-07-23,16:00:00,Medium,12859.6,9667.2,22526.800000000003,6.257444444444445,190,190,190,260,1.368421052631579,37.181538461538466,3.313071
RouteID_34628b01-eb42-4008-a0b5-9e91d7261485,DAU1,2018-07-31,15:30:00,Medium,13192.8,11555.9,24748.699999999997,6.874638888888888,138,138,138,194,1.4057971014492754,59.56649484536082,4.247527
RouteID_34693cf9-97fe-4ce5-8fae-ed8e5c36c9cd,DLA5,2018-07-25,15:19:14,Medium,17129.9,12502.3,29632.2,8.231166666666667,138,138,138,221,1.6014492753623188,56.57149321266968,3.313071
RouteID_346c3d8c-2953-44cd-8439-560df8f23ddf,DCH2,2018-08-05,12:37:17,Medium,17966.3,15522.9,33489.2,9.302555555555555,192,192,192,251,1.3072916666666667,61.84422310756972,3.313071
RouteID_34755acf-846d-4304-855c-013b9eaa55c7,DLA7,2018-08-12,16:00:00,Medium,11160.8,10076.9,21237.699999999997,5.89936111111111,138,138,138,198,1.434782608695652,50.89343434343434,3.313071
RouteID_3484a110-b82b-4c64-b13a-14cae99d5a4f,DCH3,2018-08-12,15:30:00,High,13609.0,11974.7,25583.7,7.106583333333334,138,138,138,176,1.2753623188405796,68.03806818181819,3.313071
RouteID_348fe936-86d1-4daf-a3cb-c3265648459c,DLA7,2018-08-17,16:00:00,High,11073.6,15771.6,26845.2,7.457,152,152,152,226,1.486842105263158,69.78584070796461,3.313071
RouteID_349e8635-ffe5-4116-96d5-186412e5a693,DCH3,2018-08-16,15:30:00,Medium,14145.6,13818.7,27964.300000000003,7.767861111111112,204,204,204,260,1.2745098039215685,53.14884615384616,4.247527
RouteID_349fe1a3-b174-415c-bf90-d3218c0afc30,DSE4,2018-08-04,14:48:57,High,7293.4,21586.5,28879.9,8.022194444444445,106,106,106,252,2.3773584905660377,85.66071428571429,4.247527
RouteID_34ae8029-be7e-482e-9c6a-a62dd8841ae3,DLA5,2018-08-08,14:30:03,High,9609.0,14134.6,23743.6,6.595444444444444,152,152,152,236,1.5526315789473684,59.89237288135593,3.313071
RouteID_34aed0fd-3b51-4a7c-8456-797a2435e565,DCH3,2018-08-13,15:30:00,Medium,13247.3,14360.0,27607.3,7.668694444444444,189,189,189,258,1.3650793650793651,55.65891472868217,3.313071
RouteID_34c16599-a881-40fa-839b-b1b458692ea1,DSE5,2018-08-24,15:03:40,Medium,12446.0,16224.0,28670.0,7.963888888888889,170,170,170,252,1.4823529411764707,64.38095238095238,3.313071
RouteID_34c6f9ec-7801-4c31-a828-badcf539b5a3,DSE5,2018-07-26,15:20:06,Medium,11885.0,16269.7,28154.7,7.82075,153,153,153,263,1.7189542483660132,61.86197718631179,3.313071
RouteID_34cdfe7f-f54b-451e-a25e-0a5544f2db41,DBO2,2018-08-14,13:42:50,High,10314.5,17588.9,27903.4,7.750944444444444,160,160,160,260,1.625,67.64961538461539,4.247527
RouteID_34e9da38-304c-4a9e-96ba-ecdce2ff9982,DBO1,2018-08-16,11:40:06,Medium,11085.7,16389.4,27475.100000000002,7.631972222222223,200,200,200,293,1.465,55.936518771331066,4.247527
RouteID_35117cdf-a2f0-4d16-8b7f-fb3aaa715803,DLA7,2018-08-17,14:18:27,Medium,11427.300000000001,14671.9,26099.2,7.249777777777778,162,162,162,215,1.3271604938271604,68.2413953488372,3.313071
RouteID_35149220-f0ed-42e9-a243-f573e8bcd6ea,DLA9,2018-07-24,15:43:34,High,8938.6,20909.8,29848.4,8.291222222222222,134,134,134,245,1.828358208955224,85.34612244897959,3.313071
RouteID_35222ae6-1540-4b5c-ae35-20e9db557acd,DSE5,2018-08-24,14:02:06,High,13827.1,12927.6,26754.7,7.431861111111111,159,159,159,253,1.5911949685534592,51.09723320158103,4.247527
RouteID_3522376f-811e-4fb2-997d-8827aeb84950,DSE2,2018-07-21,14:00:22,High,8800.0,17799.1,26599.1,7.388638888888888,141,141,141,236,1.673758865248227,75.41991525423728,3.313071
RouteID_3529f17c-d59a-449c-ab60-d2a4b760c688,DCH3,2018-07-25,14:28:55,Medium,11946.5,13820.8,25767.3,7.157583333333333,193,193,193,274,1.4196891191709844,50.44087591240876,3.313071
RouteID_3532695f-e73c-4fd1-9e4a-39eb8a33d2a9,DLA7,2018-08-16,15:47:20,High,8277.3,18169.8,26447.1,7.346416666666666,174,174,174,297,1.706896551724138,61.17777777777778,3.313071
RouteID_353863a5-53c6-4bd7-922a-dcebe40d5a2d,DBO3,2018-07-22,11:30:28,Medium,15078.3,16312.0,31390.3,8.719527777777778,182,182,182,241,1.3241758241758241,67.68464730290457,4.247527
RouteID_353ef551-db8d-4204-acb6-a25ce10f68db,DLA7,2018-08-07,16:36:22,Medium,12666.3,15730.0,28396.3,7.8878611111111105,156,156,156,215,1.3782051282051282,73.16279069767442,3.313071
RouteID_353fc935-5d8e-4d12-be06-0b4c8e698618,DAU1,2018-08-16,15:08:06,Medium,11691.4,17977.4,29668.800000000003,8.241333333333333,187,187,187,292,1.5614973262032086,61.56643835616439,4.247527
RouteID_35413d3d-9eac-4a9c-beb7-2ccc324ebf8d,DLA9,2018-07-29,14:30:41,High,11086.1,14671.8,25757.9,7.154972222222223,150,150,150,273,1.82,53.74285714285714,4.247527
RouteID_3542d89e-6824-451d-943d-4a6e924c2dad,DCH3,2018-08-03,13:36:39,High,10892.5,15154.5,26047.0,7.235277777777778,174,174,174,239,1.3735632183908046,63.40794979079498,3.313071
RouteID_354b50cb-d204-4e21-b723-1e561903eae3,DCH3,2018-07-27,14:58:57,Medium,12507.0,11938.8,24445.8,6.7905,189,189,189,261,1.380952380952381,45.742528735632185,3.313071
RouteID_354c6325-aede-4546-90e4-867a3f17c0ae,DLA9,2018-07-21,15:24:55,High,9485.2,18510.1,27995.3,7.776472222222222,174,174,174,256,1.471264367816092,72.305078125,3.313071
RouteID_354f3496-f3b2-432d-8a42-650f431fe9e8,DLA3,2018-08-11,17:10:08,Medium,8742.8,17901.7,26644.5,7.40125,152,152,152,260,1.7105263157894737,68.85269230769231,3.313071
RouteID_3552afd7-508a-4c67-992b-7716e297c97d,DLA7,2018-08-07,14:19:25,High,11391.800000000001,17991.8,29383.6,8.16211111111111,124,124,124,201,1.6209677419354838,89.51144278606965,3.313071
RouteID_3555b18c-dd74-4aae-bde3-caff4ebf67d2,DCH2,2018-07-28,12:26:09,Medium,10470.7,19755.2,30225.9,8.396083333333333,175,175,175,289,1.6514285714285715,68.35709342560554,3.313071
RouteID_35624ed6-dcd6-4442-b251-2e91b32e78d4,DCH3,2018-08-05,12:55:41,Low,13606.5,14886.2,28492.7,7.914638888888889,192,192,192,274,1.4270833333333333,54.329197080291976,4.247527
RouteID_35648cd4-4a82-440a-8183-70da74410ddf,DLA9,2018-08-26,15:55:56,High,9778.1,16631.5,26409.6,7.335999999999999,143,143,143,247,1.7272727272727273,67.33400809716599,3.313071
RouteID_3567e694-8715-4064-86eb-042254a67a7f,DLA9,2018-07-20,15:40:40,High,9310.3,18492.9,27803.2,7.723111111111112,156,156,156,247,1.5833333333333333,74.87004048582996,3.313071
RouteID_356d77ad-db48-493b-a0f5-bd5e16102309,DLA9,2018-08-01,14:29:22,High,10606.8,13544.4,24151.199999999997,6.708666666666666,181,181,181,289,1.5966850828729282,46.86643598615917,4.247527
RouteID_3583940a-3b68-44e6-8f61-e39a6679d871,DLA8,2018-07-26,17:55:59,High,6318.6,18197.4,24516.0,6.81,112,112,112,252,2.25,72.21190476190476,3.313071
RouteID_358efc40-ca41-40c8-bf20-323366d00573,DLA7,2018-07-31,14:36:37,High,11108.7,16128.2,27236.9,7.565805555555556,142,142,142,215,1.5140845070422535,75.01488372093024,3.313071
RouteID_35a060f6-881c-4fc1-bb06-a951e244eb27,DLA4,2018-08-15,15:06:59,Medium,12128.3,13007.1,25135.4,6.982055555555556,187,187,187,275,1.4705882352941178,47.298545454545454,3.313071
RouteID_35bb95c3-ed69-4965-bc4e-774e06dea554,DLA7,2018-08-02,14:31:12,Medium,11691.4,14761.0,26452.4,7.347888888888889,155,155,155,219,1.4129032258064516,67.40182648401826,3.313071
RouteID_35eff35c-d33b-41b4-81f2-f0dc9c0bd44d,DLA7,2018-07-27,15:07:04,High,13849.0,14305.3,28154.3,7.8206388888888885,172,172,172,235,1.3662790697674418,60.873617021276594,3.313071
RouteID_35f1944d-8af8-4a2c-9fb6-5446d405be39,DLA4,2018-07-26,13:48:05,Medium,7733.4,16011.2,23744.6,6.595722222222221,131,131,131,224,1.7099236641221374,71.47857142857143,3.313071
RouteID_35f217ab-dcf3-424f-8ea6-730fa74ac8b5,DLA4,2018-07-20,16:54:09,High,8669.1,17390.5,26059.6,7.238777777777777,146,146,146,242,1.6575342465753424,71.86157024793388,3.313071
RouteID_35fff3e3-0ab3-4c5e-b3cf-586e01b02500,DCH3,2018-07-29,13:02:06,Medium,13687.9,13959.2,27647.1,7.679749999999999,199,199,199,271,1.3618090452261307,51.509963099631,4.247527
RouteID_3601a45c-9eed-400b-801a-535f496a98f2,DLA3,2018-07-22,15:15:35,Medium,7105.9,20147.1,27253.0,7.570277777777778,91,91,91,170,1.8681318681318682,118.51235294117646,3.313071
RouteID_36038c4f-c92c-424e-90dc-18f4fa41a286,DLA7,2018-08-14,16:30:43,Medium,12762.9,12503.9,25266.8,7.018555555555555,170,170,170,232,1.3647058823529412,53.89612068965517,3.313071
RouteID_360a34bb-36b1-437f-90ff-7cd9da1518c7,DLA4,2018-07-25,13:57:51,High,9198.8,18726.2,27925.0,7.756944444444445,106,106,106,246,2.3207547169811322,76.12276422764228,3.313071
RouteID_360d26f8-3f07-49d0-956d-cd73f36ba865,DLA4,2018-07-20,13:58:45,High,6156.1,16327.1,22483.2,6.245333333333334,84,84,84,212,2.5238095238095237,77.01462264150943,3.313071
RouteID_36124571-ec4d-44ea-be46-1091b6abea2e,DSE4,2018-08-09,14:47:41,High,10536.8,14527.2,25064.0,6.9622222222222225,161,161,161,288,1.7888198757763976,50.44166666666667,3.313071
RouteID_3622549d-1e92-4bca-904d-f95b229dc1ae,DLA8,2018-07-25,16:42:54,High,10807.5,19840.6,30648.1,8.513361111111111,147,147,147,246,1.6734693877551021,80.65284552845527,3.313071
RouteID_36265efa-86e1-47a8-9968-5ef0bf9adc83,DCH4,2018-07-30,15:54:46,High,16011.0,9925.9,25936.9,7.204694444444445,146,146,146,204,1.3972602739726028,48.65637254901961,4.247527
RouteID_363306e9-cc27-4d14-996e-4a674ef0523a,DBO3,2018-08-17,12:38:24,High,14695.4,12402.2,27097.6,7.527111111111111,114,114,114,155,1.3596491228070176,80.0141935483871,4.247527
RouteID_363d1622-7e89-4b51-bd6f-1bb76ff82c86,DLA4,2018-07-29,15:33:40,High,9422.5,23522.899999999998,32945.399999999994,9.151499999999999,151,151,151,275,1.8211920529801324,85.53781818181817,3.313071
RouteID_363f8a31-7d39-410a-82c3-fb522bcb5eaa,DAU1,2018-07-22,15:30:00,High,12390.4,13687.9,26078.3,7.243972222222222,187,187,187,296,1.5828877005347595,46.2429054054054,4.247527
RouteID_3656f15e-02da-4baa-b91f-114d3d4109f9,DLA7,2018-08-01,16:00:24,Medium,7811.4,17467.2,25278.6,7.021833333333333,173,173,173,276,1.5953757225433527,63.286956521739135,3.313071
RouteID_365dcd65-1bcd-4089-a25f-5d63767c66a8,DAU1,2018-08-12,15:50:22,High,13213.7,11806.2,25019.9,6.949972222222223,160,160,160,249,1.55625,47.4144578313253,4.247527
RouteID_366e024d-fbc2-4136-94b0-489dfd8ba957,DAU1,2018-08-02,14:18:56,High,6890.8,19175.3,26066.1,7.240583333333333,94,94,94,228,2.425531914893617,84.10219298245613,4.247527
RouteID_3682b9b4-e73c-4ca1-b8f7-50d1031e1657,DLA7,2018-08-12,16:00:00,Medium,12854.7,15749.2,28603.9,7.945527777777778,166,166,166,239,1.4397590361445782,65.89623430962344,3.313071
